year,make,model,trim,body,transmission,vin,state,condition,odometer,color,mmr,sellingprice
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb4f1310987,ca,41,14282,white,27500,27750
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap1fn326013,ca,1,5554,gray,15350,10900
2015,Kia,Optima,LX,Sedan,automatic,5xxgm4a73fg353538,ca,48,2034,red,15150,17700
2015,Ford,Fusion,SE,Sedan,automatic,3fa6p0hdxfr145753,ca,2,5559,white,15350,12000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca66fg561407,ca,5,14634,silver,20600,21500
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap5fc124223,ca,2,11398,black,14750,14100
2015,Chevrolet,Impala,LTZ,Sedan,automatic,2g1165s30f9103921,ca,19,14538,silver,24300,7200
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff7f1002327,ca,49,5826,gray,24000,23750
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1198103,ca,42,16506,brown,32100,32500
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1196951,ca,48,12725,beige,32300,32500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg565226,ca,5,13757,red,20600,20750
2015,Kia,Sorento,LX,SUV,automatic,5xyktca68fg559481,ca,44,12862,gray,20700,21000
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc3fr187901,ca,45,11426,black,57300,59900
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb9f1202043,ca,41,11846,white,31300,30000
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb1f1201503,ca,42,12242,black,31200,30000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca67fg570973,ca,5,13878,silver,20600,20750
2015,Volvo,V60,T5,Wagon,automatic,yv1612sbxf1202276,ca,37,10906,silver,31500,30000
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap1fn331213,ca,1,4314,black,15500,11500
2015,Kia,K900,Luxury,Sedan,automatic,knalw4d42f6019667,ca,42,5304,blue,39500,40000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca63fg570727,ca,48,10357,silver,20700,20500
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl6fu106427,ca,1,6105,silver,16600,9800
2015,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba7fc155782,ca,43,7770,white,41200,38400
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a62fg579841,ca,5,5214,white,19400,19300
2015,Kia,K900,Luxury,Sedan,automatic,knalw4d42f6018633,ca,44,9684,white,41000,41000
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff6f1029938,ca,2,31,white,24200,17300
2015,Nissan,Versa,1.6 SL,Sedan,manual,3n1cn7ap7fl842707,ca,39,1608,purple,10900,11000
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae2fh565969,ca,1,7879,silver,13800,10500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca6xfg560888,ca,5,14176,white,20600,21250
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff1f1002467,ca,5,1906,gray,24100,25750
2015,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp8fl371361,ca,2,5773,red,12050,9000
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb8f1201529,ca,4,13623,silver,28400,28000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca68fg570979,ca,44,9161,silver,20800,22250
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg571619,ca,5,11001,white,20700,22500
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae2fh566023,ca,2,10551,red,13850,10600
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg570963,ca,46,13452,silver,20600,21500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg563086,ca,5,16348,gray,20500,20500
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae4fh552981,ca,35,3367,silver,13900,13200
2015,Ford,Fusion,SE,Sedan,automatic,3fa6p0h7xfr151689,ca,1,4205,white,14700,12000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca67fg567068,ca,49,9552,burgundy,20800,21000
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb6f1202338,ca,37,14806,white,30700,30000
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap4fn310470,ca,1,12752,gray,14600,9500
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae0fh574105,ca,1,6759,blue,13800,5800
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg570672,ca,49,13711,white,20600,21750
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae8fh565992,ca,2,7800,silver,13800,9000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg570829,ca,5,10615,burgundy,20700,20500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca61fg560973,ca,48,13031,purple,20600,20750
2015,Kia,Sorento,LX,SUV,automatic,5xyktca61fg566806,ca,48,16611,gray,20500,20750
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb2f1201221,ca,41,12273,white,31200,30000
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve84ff140293,tx,45,15526,white,42100,42300
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue88ff117030,mn,44,20045,white,37400,36300
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue88ff138525,az,28,21914,white,38500,37500
2015,Chevrolet,Malibu,LTZ,Sedan,automatic,1g11f5sl5ff157674,wi,2,6715,red,21000,15200
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc7fr147432,tn,42,11423,gray,42100,43000
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc8fr180582,md,35,21005,black,46900,47200
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc4fr157915,md,45,15129,gray,47100,47000
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkcxfr147196,tn,47,20421,gray,41000,41900
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc7fr162557,pa,39,13758,gray,47100,46600
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc5fr197719,fl,1,1,black,16500,4100
2015,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,1gc1kwe87ff125521,ne,42,21531,black,46700,44500
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc4fr158207,pa,4,19410,black,11100,46400
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve81ff143278,pa,4,1769,white,43900,43500
2015,BMW,M4,Base,Coupe,automatic,wbs3r9c53fk329392,oh,5,3780,white,67000,64000
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue89ff108823,az,49,10256,white,38500,39000
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc9fr154124,fl,45,13025,white,42000,42000
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc4fr184712,mi,4,20074,black,46900,47000
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff3f1001420,ca,47,7715,gray,24000,24500
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl1ff125570,nj,28,7644,gray,16450,15300
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc6fr197416,fl,39,13443,gold,42000,41900
2015,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gb5g35ff130055,wi,1,13304,gray,22800,17200
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue86ff123747,az,34,17898,white,38400,38500
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff2f1011789,va,45,13060,black,23900,22400
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue88ff143143,tx,37,23323,white,38600,37800
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkcxfr165840,sc,1,6914,black,46000,37200
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc3fr200000,ca,5,18733,silver,41700,42750
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue89ff138047,az,48,17186,white,38500,38700
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkcxfr160773,fl,43,15545,white,41800,41500
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af4fh069537,sc,1,5000,brown,16300,11700
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkc6fr181106,oh,48,24917,black,41700,43200
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab5fn572302,sc,1,4103,white,16400,9000
2015,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ft7w2bt2fea63547,tx,39,26557,white,37400,39000
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkc0fr167976,oh,49,29693,black,40400,42000
2015,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k91fr137920,ga,2,4192,black,19950,15200
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af0fh014325,wa,1,1,red,15900,5800
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab5fn590735,nj,31,2856,white,16000,12800
2015,GMC,Yukon,SLT,SUV,automatic,1gks2bkcxfr246195,tx,24,10238,beige,53800,37200
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkcxfr158511,il,35,21771,black,42700,43000
2015,Hyundai,Genesis,3.8,Sedan,automatic,kmhgn4je4fu016121,nv,45,7045,blue,39900,36250
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af9fh040406,nj,29,8059,silver,15900,13000
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc7fr293905,wi,5,1102,black,54700,58500
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb0f1201587,wa,35,8714,white,29300,29500
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy2f0441132,co,32,15733,black,20700,20500
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap3fc118226,tn,37,2784,silver,16150,15500
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb8f2306595,wa,39,15963,blue,27200,26000
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb0f1307293,wa,37,11148,red,26200,25500
2015,Nissan,Versa,1.6 SL,Sedan,automatic,3n1cn7ap3fl803743,pa,49,3272,black,12800,12800
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy4f0432081,nv,37,23104,gray,19550,19500
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy9f0436109,sc,3,18624,silver,19200,15300
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb1f1307254,wa,37,10667,gray,26300,25500
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb8f1202096,wa,35,10410,gray,29100,28800
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy3f0432993,tx,41,21433,gray,19600,19400
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy3f0431726,nv,41,22990,gray,20100,20600
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy1f0450050,tx,46,18388,gray,20600,20500
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy8f0437778,md,43,18826,gray,20700,20800
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb7f1306030,wa,46,12151,black,27600,26000
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy7f0447234,tx,47,20625,black,20600,19900
2015,Jeep,Wrangler,Unlimited Freedom Edition,SUV,automatic,1c4bjwdg1fl574551,ca,5,496,brown,40600,43500
2015,Mitsubishi,Outlander,GT,SUV,automatic,ja4jz4ax1fz000262,mn,5,14620,—,24600,24500
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy1f0468228,oh,43,15826,silver,19350,18800
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy0f0435575,sc,1,19276,silver,19350,11600
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy8f0433587,tx,45,19898,gray,19650,19600
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a66fg566543,fl,43,16306,silver,19300,18800
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy1f0431244,sc,36,15352,black,19350,19000
2015,Jeep,Wrangler,Unlimited Freedom Edition,SUV,automatic,1c4bjwdg0fl574556,ca,44,519,orange,40600,43000
2015,Kia,Optima,LX,Sedan,automatic,5xxgm4a72fg355815,tx,43,3615,burgundy,16150,16000
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb8f1307350,az,44,16009,gray,27900,27000
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy1f0440249,fl,48,22015,black,19600,19000
2015,Mitsubishi,Outlander,GT,SUV,automatic,ja4jz4ax4fz000238,mn,39,8426,red,24400,25400
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cyxf0435319,nv,42,29402,black,19750,20100
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb7f1307047,wa,39,9972,gray,26300,26100
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy5f0442047,md,42,19208,black,20700,20800
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy3f0437644,sc,48,22272,black,19200,19000
2015,Jeep,Wrangler,Unlimited Freedom Edition,SUV,automatic,1c4bjwdg6fl548642,ca,5,905,white,40600,49000
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb1f1202330,wa,43,10379,white,29100,29500
2015,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp2fl372358,sc,28,5069,blue,12100,8200
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy0f0436026,nv,38,21377,gray,20300,20600
2015,Mitsubishi,Outlander,GT,SUV,automatic,ja4jz4ax5fz000149,mn,49,11037,—,24800,25000
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap9fc159315,tn,5,763,—,15700,17600
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb7f1201733,wa,39,11890,black,28900,28700
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb7f1201201,wa,42,18608,gray,29500,29500
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb1f1201629,wa,4,11896,silver,28900,29000
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1196349,wa,48,11153,gold,32800,32250
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb6f1202288,wa,37,10513,silver,29100,29000
2015,Dodge,Dart,SXT,Sedan,automatic,1c3cdfbb1fd172806,fl,49,313,gray,12850,14900
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab9fn507744,tx,36,6534,blue,15700,15000
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc8fr164482,fl,5,10859,silver,42100,42750
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc5fr156629,fl,46,11696,gray,42200,42800
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkc4fr192967,fl,47,17005,white,44600,44400
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a63fg555824,nv,47,21981,white,19000,18800
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy1f0438596,fl,5,12160,black,19900,20200
2015,Kia,Optima,LX,Sedan,automatic,5xxgm4a72fg395540,fl,49,616,silver,15700,16200
2015,GMC,Yukon,SLT,SUV,automatic,1gks2bkc6fr122148,tn,38,12378,white,52400,54400
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg578464,nv,5,13913,black,20900,20000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg565744,nv,47,10304,black,21000,21000
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve88ff145819,tx,3,4562,silver,43000,43000
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gb1kve82ff136876,co,37,6449,white,43500,41500
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c56fvy26418,fl,49,4127,white,32200,34300
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl5ff160760,ga,2,7460,gray,16500,12000
2015,Chevrolet,Camaro,SS,Coupe,manual,2g1fg1ew7f9126176,fl,5,789,black,29800,30000
2015,Chevrolet,Silverado 3500HD,Work Truck,Crew Cab,automatic,1gc4kyc84ff142918,pa,4,4148,white,39700,39000
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc5fr193094,md,2,15643,white,47900,35100
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkc5fr160893,tn,5,20587,white,42800,44600
2015,Chevrolet,Traverse,LT,SUV,automatic,1gnkrgkd2fj106435,il,4,9331,black,26900,26900
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkcxfr151748,tn,5,19529,black,42200,42500
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc3fr166458,mi,48,14060,gray,48200,47000
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a64fg555234,fl,48,23325,silver,18800,18500
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap1fc122131,fl,41,6810,silver,15250,15800
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a68fg556872,fl,47,19530,silver,19050,18400
2015,GMC,Yukon,SLT,SUV,automatic,1gks1bkc9fr192844,tn,47,17949,gray,49900,45000
2015,Honda,Fit,EX,Hatchback,automatic,3hggk5h85fm729618,ca,5,16,blue,15900,16700
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a61fg579474,fl,49,7747,—,19100,18200
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae7fh564347,ca,2,4106,red,13950,7300
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4aexfh581529,ca,3,3831,blue,13950,10300
2015,Honda,Fit,EX,Hatchback,automatic,3hggk5h85fm715766,ca,46,23,blue,15900,16800
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a67fg556782,fl,5,14751,white,19300,19300
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a62fg555894,fl,47,20641,silver,18950,18100
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy1f0431918,fl,24,14782,blue,20800,18100
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af4fh051359,ca,1,2324,silver,16550,10900
2015,Kia,K900,Luxury,Sedan,automatic,knalw4d44f6019282,fl,44,8119,white,39700,41900
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy5f0440349,fl,42,18504,gray,19350,19200
2015,Jeep,Wrangler,Unlimited Rubicon Hard Rock,SUV,automatic,1c4bjwfg0fl502382,nc,5,3081,black,42100,34700
2015,Hyundai,Genesis,3.8,Sedan,automatic,kmhgn4jexfu015345,fl,5,1791,black,37500,27200
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap6fn314102,fl,24,7378,gray,15200,14500
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc0fh441817,co,5,2156,white,24200,22800
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1196481,wa,46,8840,brown,33000,33300
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb4f1307846,wa,39,10506,brown,26300,25600
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb1f1195975,wa,43,11111,silver,32800,32800
2015,Nissan,Versa,1.6 SL,Sedan,automatic,3n1cn7ap3fl805881,tx,48,17187,gray,9675,10800
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1198828,wa,44,10991,white,32800,32500
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb5f1196661,wa,46,9830,gold,32500,33400
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb8f1196492,wa,47,12013,silver,32300,32500
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb1f1196382,wa,42,15954,white,31900,32500
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1198098,wa,47,9470,gold,33000,33300
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkc9fr264357,az,1,9853,white,44600,34750
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab6fn587519,az,2,5147,black,15550,8200
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc2fr197466,tx,44,2786,white,54100,54800
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af8fh059092,ca,2,3295,white,16500,9100
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c56fvy24992,oh,49,10824,—,30900,29750
2015,BMW,X1,xDrive35i,SUV,automatic,wbavm5c51fvv93813,oh,5,5360,beige,33200,32750
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c58fvy29451,oh,43,12004,black,30800,30000
2015,BMW,X1,xDrive35i,SUV,automatic,wbavm5c59fvv94093,oh,5,5235,gray,33200,34000
2015,BMW,X1,sDrive28i,SUV,automatic,wbavm1c54fvw58095,oh,48,10585,black,26000,25500
2015,BMW,X1,sDrive28i,SUV,automatic,wbavm1c57fvw57488,oh,45,13341,gray,25900,24500
2015,BMW,X1,sDrive28i,SUV,automatic,wbavm1c5xfvw56917,oh,49,11540,—,26000,27750
2015,BMW,Z4,sDrive35i,Convertible,automatic,wbalm7c52fj798910,oh,48,5167,gray,49500,50000
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c51fvy26634,oh,5,5310,white,31600,32500
2015,BMW,X1,sDrive28i,SUV,automatic,wbavm1c58fvz94168,oh,45,8677,white,26200,26500
2015,BMW,X1,xDrive35i,SUV,automatic,wbavm5c55fvv94222,oh,48,5174,gray,33200,34000
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c5xfvy29211,oh,48,5028,black,31700,31250
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c56fvy24572,oh,49,8138,beige,31300,31750
2015,BMW,X1,sDrive28i,SUV,automatic,wbavm1c53fvw57469,oh,49,19055,white,25400,23750
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11c5sl9ff134648,wi,5,1606,black,17100,17400
2015,BMW,X1,sDrive28i,SUV,automatic,wbavm1c58fvw58097,oh,49,5614,brown,26400,25500
2015,BMW,Z4,sDrive28i,Convertible,automatic,wball5c59fp557317,oh,49,5397,gray,42300,40500
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c53fvy25131,oh,44,4739,beige,50600,52750
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c59fvy29376,oh,5,5243,white,31600,33250
2015,BMW,X1,xDrive35i,SUV,automatic,wbavm5c55fvv93457,oh,44,13203,—,31800,30750
2015,BMW,X1,sDrive28i,SUV,automatic,wbavm1c5xfvz94110,oh,5,5163,—,26400,24500
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c55fvy32257,oh,49,6382,black,31500,32000
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c5xfvy26597,oh,49,11340,gray,30900,31000
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc2fr201104,pa,44,14841,black,48000,47900
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc4fr159036,tx,43,10640,black,42400,44750
2015,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt6fga83802,il,35,27,red,37500,41000
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f82fga15042,oh,44,19770,green,33000,32500
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc4fr193853,md,45,16270,black,57000,56000
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckcxfr220155,oh,49,16161,black,54900,52800
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkc0fr189220,md,5,16534,black,44500,42750
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc8fr150257,tn,5,17887,silver,41800,41800
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkc6fr160451,nj,25,19082,gray,43800,34250
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a69fg552331,nc,43,27206,—,18800,18500
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af8fh122675,nj,1,2655,silver,15850,11900
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy5f0436118,md,49,22049,red,20300,20700
2015,GMC,Yukon,Denali,SUV,automatic,1gks2ckj7fr100230,mi,49,12360,off-white,21000,20300
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af0fh004832,ga,45,17581,silver,15250,16200
2015,Ford,Fusion,SE,Sedan,automatic,3fa6p0h73fr145166,ca,2,9313,gray,13550,10200
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af3fh006039,ga,48,26219,silver,15000,15900
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy7f0431289,az,36,31043,red,20300,19000
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cyxf0445056,oh,44,26372,red,20100,20400
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy6f0437363,oh,45,26919,blue,19150,18800
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af5fh055338,ca,2,8348,brown,15750,9000
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24afxfh005731,ga,44,20201,red,14450,15700
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg571669,oh,5,17883,white,20600,20100
2015,Mazda,Mazda6,i Sport,Sedan,automatic,jm1gj1u64f1178335,tn,49,17871,silver,17650,17900
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb0f1197894,ca,42,17943,silver,32000,32300
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap0fn325208,tx,2,7361,red,16100,7500
2015,Mazda,Mazda6,i Sport,Sedan,automatic,jm1gj1u66f1168955,ca,2,16087,gray,17700,8000
2015,Mazda,Mazda6,i Sport,Sedan,automatic,jm1gj1u55f1180084,nj,2,12022,gray,17400,12100
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nbxf1198082,ca,47,12701,silver,32300,32500
2015,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp7fl355992,ca,2,9858,blue,11950,10200
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve86ff166250,fl,41,11237,gray,42600,42800
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve86ff166555,fl,47,12844,white,42400,42600
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve80ff137357,il,43,14779,white,42200,42500
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve89ff169286,fl,44,14825,white,42300,42500
2015,Chevrolet,Silverado 3500HD,Work Truck,Crew Cab,automatic,1gc4kyc82ff109934,pa,23,28473,white,37900,38300
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc5fr196614,fl,5,16896,white,41900,42600
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl8ff126229,tx,47,7880,red,16650,16300
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkc0fr154144,sc,49,17723,white,44100,42200
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc4fr180698,fl,41,11634,silver,52100,53600
2015,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ft7w2bt7fea97564,fl,46,20882,white,38700,38600
2015,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ft7w2bt9fea82578,fl,34,21725,gray,38700,39600
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg561446,oh,44,10003,silver,21300,21100
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af8fh005775,ga,45,18128,white,14650,15700
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg571255,oh,5,9612,silver,21300,21100
